#,identifier,radvel,redshift,cz,distance Q unit
181,ESO 445-7                          ,1656.4,0.005541,1661.0,22.0
182,UGC 8839                           ,957.0,0.003197,958.53,21.78
183,ESO 510-26                         ,2372.2,0.007944,2381.66,22.4
188,ESO 446-53                         ,1381.0,0.004617,1384.2,20.8
190,LEDA 2043836                       ,1510.0,0.00505,1513.82,23.78
191,NGC 5729                           ,1823.0,0.006099,1828.58,20.51
192,ESO 400-25                         ,2175.0,0.007282,2182.95,22.08
193,ESO 450-14                         ,2197.0,0.007355,2205.11,21.78
194,ESO 514-7                          ,2283.0,0.007645,2291.91,23.55
197,MCG-01-42-003                      ,1570.6,0.005253,1574.74,20.32
198,MCG-01-42-004                      ,1563.1,0.005228,1567.2,21.98
199,NGC 6010                           ,2037.0,0.006818,2043.97,21.09
201,Z 52-15                            ,1512.0,0.005056,1515.83,23.8
202,UGC 11030                          ,1754.0,0.005868,1759.16,22.49
203,NGC 5921                           ,1480.0,0.004949,1483.67,23.9
204,NGC 6106                           ,1449.0,0.004845,1452.52,23.33
205,UGC 10743                          ,2571.0,0.008613,2582.12,21.98
206,NGC 6384                           ,1665.0,0.005569,1669.65,21.09
207,IC 1197                            ,1370.0,0.00458,1373.14,20.7
211,IC 1151                            ,2167.0,0.007255,2174.89,25.0
212,UGC 11000                          ,1370.0,0.00458,1373.14,23.23
213,UGC 11651                          ,1524.0,0.005097,1527.89,22.28
216,ESO 157-47                         ,1651.6,0.005524,1656.17,21.491
218,IC 1914                            ,1027.6,0.003434,1029.37,23.23
219,ESO 120-21                         ,1306.3,0.004367,1309.16,24.1
220,ESO 213-11                         ,2737.6,0.009174,2750.21,23.88
221,NGC 1473                           ,1393.5,0.004659,1396.75,22.39
225,ESO 37-5                           ,1152.9,0.003853,1155.13,20.14
229,ESO 13-16                          ,1766.4,0.00591,1771.63,24.55
232,ESO 149-13                         ,1499.7,0.005015,1503.47,20.2485
235,NGC 7689                           ,1965.4,0.006578,1971.88,22.18
236,NGC 7690                           ,1496.7,0.005005,1500.45,21.78
238,ESO 291-31                         ,1486.9,0.004972,1490.61,21.2
240,ESO 268-46                         ,2311.3,0.00774,2320.28,23.77
241,NGC 5799                           ,3075.0,0.01031,3090.86,24.66
243,ESO 107-4                          ,3166.0,0.010617,3182.9,24.77
244,ESO 146-2A                         ,1700.9,0.00569,1705.75,24.2
246,NGC 7059                           ,1736.5,0.005809,1741.56,20.99
247,NGC 7140                           ,2968.8,0.009952,2983.65,23.88
248,ESO 288-49                         ,1964.0,0.006573,1970.48,21.28
249,ESO 138-13                         ,2719.2,0.009112,2731.64,22.0
250,NGC 7007                           ,2962.0,0.00993,2976.94,22.91
252,IC 4819                            ,1840.6,0.006159,1846.29,21.78
255,ESO 342-46                         ,2273.2,0.007612,2281.88,21.98
257,ESO 340-42                         ,2664.0,0.008926,2675.94,20.99
258,LEDA 3994671                       ,1574.5,0.005266,1578.66,20.7
259,AGC 122203                         ,1542.0,0.005157,1545.99,20.6
260,LEDA 5057062                       ,1660.0,0.005553,1664.62,22.1
263,2MASX J20385728-6346157            ,1655.5,0.005537,1660.1,22.8
264,ESO 443-79                         ,2173.0,0.007275,2180.93,23.55
267,SDSS J120326.28+132734.2           ,1304.0,0.004359,1306.85,23.6
268,SDSS J134715.99+131037.8           ,1093.0,0.003653,1095.0,21.2
270,LEDA 1453627                       ,1277.0,0.004269,1279.73,23.1
272,LEDA 4112990                       ,1300.0,0.004346,1302.83,21.16
273,VV 255b                            ,1776.0,0.005942,1781.29,23.99
274,LEDA 4571034                       ,1184.0,0.003957,1186.35,21.42
275,[KSW2012] 12                       ,1764.0,0.0059,1769.0,24.5
276,LEDA 4573815                       ,1558.0,0.005211,1562.07,23.36
277,LEDA 1743738                       ,1386.0,0.004634,1389.22,22.08
278,LEDA 4544488                       ,2019.0,0.006757,2025.84,20.53
279,SDSS J154106.34+044510.1           ,1977.0,0.006616,1983.56,20.12
280,SDSS J105035.24+660242.5           ,1128.0,0.00377,1130.2,20.31
281,SDSS J112559.78+215751.3           ,1419.0,0.004745,1422.37,23.09
282,SDSS J112800.19+250411.5           ,1379.0,0.00461,1382.0,22.45
283,LEDA 2081790                       ,1233.0,0.004121,1235.55,20.73
284,SDSS J145053.09+341150.4           ,1185.0,0.00396,1187.2,20.41
285,LEDA 1744110                       ,1468.0,0.00491,1472.0,22.87
