#,identifier,radvel,redshift,cz,distance Q unit
187,ESO 403-24                         ,2609.0,0.008741,2620.45,34.67
188,ESO 404-3                          ,2360.6,0.007905,2369.97,34.04
189,ESO 346-1                          ,2334.0,0.007816,2343.16,37.33
190,ESO 346-14                         ,2700.5,0.009049,2712.77,31.77
191,ESO 405-14                         ,2686.0,0.009,2698.0,36.8378
192,ESO 405-13                         ,3434.0,0.011521,3453.89,38.73
193,ESO 406-23                         ,2874.2,0.009634,2888.11,36.0
195,ESO 411-18                         ,1713.5,0.005732,1718.42,34.51
196,ESO 532-32                         ,2654.0,0.008892,2665.85,38.02
197,ESO 468-6                          ,10874.0,0.036954,11078.56,36.0
199,NGC 7167                           ,2563.7,0.008588,2574.76,35.0
200,NGC 7247                           ,2475.0,0.00829,2485.3,34.51
201,ESO 477-16                         ,1819.9,0.006089,1825.46,38.73
202,NGC 7184                           ,2623.0,0.008788,2634.58,30.2
203,NGC 172                            ,3052.3,0.010234,3068.0,38.02
205,ESO 602-15                         ,2682.1,0.008987,2694.21,38.19
206,ESO 605-15                         ,1548.3,0.005178,1552.32,30.06
207,2MASX J00400555-2003494            ,3886.0,0.013047,3911.52,38.73
208,ESO 603-31                         ,2267.0,0.007591,2275.64,38.73
209,ESO 606-7                          ,1786.9,0.005978,1792.26,35.32
211,NGC 336                            ,2013.0,0.006737,2019.8,30.76
212,6dFGS gJ023705.9-133520            ,4416.0,0.01484,4449.01,36.31
215,MCG-02-60-013                      ,1932.8,0.006468,1939.07,39.63
217,NGC 811                            ,1913.9,0.006405,1920.05,39.81
218,MCG-01-54-011                      ,2736.1,0.009169,2748.7,39.0
220,NGC 894                            ,2290.0,0.007668,2298.81,31.19
221,LEDA 1043477                       ,2389.0,0.008,2398.0,31.9
222,LEDA 9103                          ,2274.6,0.007616,2283.29,31.6
223,MCG-01-54-016                      ,2903.4,0.009732,2917.6,37.67
224,MCG-01-07-001                      ,2320.0,0.00777,2329.4,30.5025
225,MCG+01-08-005                      ,3409.0,0.011437,3428.6,31.33
226,MCG-01-57-021                      ,2968.0,0.00995,2982.84,34.83
228,NGC 7693                           ,2567.0,0.008599,2577.92,35.4
229,NGC 1015                           ,2625.7,0.008797,2637.3,36.3
231,NGC 1121                           ,2585.0,0.008659,2595.9,35.3
232,NGC 7716                           ,2602.5,0.008719,2613.89,35.8
233,UGC 12690                          ,2600.1,0.008711,2611.47,34.2
234,UGC 12709                          ,2674.0,0.00896,2686.03,35.1
236,UGC 320                            ,2373.0,0.007947,2382.47,33.11
237,Z 383-30                           ,4123.0,0.01385,4152.1,37.15
238,LEDA 8784                          ,2753.0,0.009226,2765.76,39.84
239,NGC 1032                           ,2676.0,0.008966,2687.94,37.4
240,UGC 2429                           ,1769.0,0.005918,1774.25,31.48
241,UGC 12054                          ,2046.8,0.006851,2053.84,32.96
242,LEDA 91738                         ,4759.0,0.016002,4797.38,35.32
243,UGC 12304                          ,3456.0,0.011595,3476.15,30.2
248,UGC 1646                           ,3376.0,0.011325,3395.22,31.62
249,NGC 7328                           ,2826.0,0.009471,2839.45,36.14
250,Z 406-89                           ,3511.0,0.011781,3531.8,36.48
251,UGC 1050                           ,2393.0,0.008014,2402.63,35.65
252,NGC 525                            ,2138.0,0.007158,2145.91,30.7
253,NGC 7347                           ,2233.0,0.007476,2241.38,34.04
254,UGC 12300                          ,2367.0,0.007927,2376.42,33.6
255,Mrk 528                            ,2678.0,0.008973,2690.07,31.33
256,Z 431-67                           ,3770.0,0.012655,3794.01,39.08
257,IC 1508                            ,4261.0,0.014316,4291.72,39.99
259,NGC 658                            ,2980.0,0.00999,2994.96,38.73
260,UGC 12308                          ,2221.0,0.007436,2229.29,32.66
261,Mrk 343                            ,5298.0,0.01783,5345.3,38.73
264,UGC 12049                          ,2964.0,0.009936,2978.8,37.84
265,IC 5284                            ,3898.0,0.013088,3923.67,32.06
266,UGC 12549                          ,1629.0,0.005449,1633.45,34.51
267,UGC 903                            ,2518.0,0.008435,2528.66,38.9
269,IC 1711                            ,2798.0,0.009377,2811.18,36.14
271,Z 438-55                           ,3881.0,0.013031,3906.45,37.33
272,2MASX J23282912+1951502            ,2064.0,0.006908,2070.97,30.4
273,UGC 12624                          ,3515.0,0.011794,3535.85,39.81
274,UGC 12692                          ,2178.0,0.00729,2186.0,35.65
275,UGC 12641                          ,2693.0,0.009024,2705.2,35.65
276,IC 1596                            ,2675.0,0.008963,2687.04,37.84
277,UGC 1329                           ,4933.0,0.016592,4974.26,37.33
278,Z 461-57                           ,4299.0,0.014444,4330.27,35.16
279,LEDA 141060                        ,1155.0,0.00386,1157.23,39.45
280,Z 462-13                           ,4223.0,0.014187,4253.17,34.67
281,SDSS J225558.74+261007.2           ,2648.0,0.008872,2659.8,39.2
283,LEDA 1808609                       ,4471.0,0.015027,4504.84,32.96
284,NGC 16                             ,3046.0,0.010214,3062.08,37.8
285,UGC 69                             ,4637.0,0.015589,4673.42,39.08
286,UGC 1073                           ,3674.0,0.012331,3696.79,33.27
287,UGC 1538                           ,2823.0,0.009461,2836.42,37.67
288,UGC 12430                          ,3674.0,0.012331,3696.79,35.97
289,Z 498-17                           ,5144.0,0.017308,5188.9,38.19
290,Z 500-15                           ,4767.0,0.016029,4805.51,31.92
291,UGC 345                            ,4178.0,0.014035,4207.52,38.73
292,UGC 1711                           ,2640.0,0.008845,2651.73,38.55
294,UGC 11754                          ,4842.0,0.016284,4881.74,34.99
295,NGC 865                            ,2993.0,0.010034,3008.09,30.76
296,UGC 1990                           ,4584.0,0.015409,4619.59,33.73
297,NGC 7116                           ,3547.0,0.011902,3568.23,35.81
298,UGC 614                            ,2354.0,0.007883,2363.31,37.15
299,UGC 1502                           ,3810.0,0.012791,3834.52,39.63
300,LEDA 2075680                       ,4281.0,0.014383,4312.01,38.19
301,Z 504-55                           ,3075.0,0.01031,3090.93,36.64
302,UGC 2159                           ,5194.0,0.017478,5239.78,36.48
303,2MASX J01263327+3952517            ,2599.0,0.008706,2609.99,39.1
304,NGC 620                            ,2472.0,0.008279,2481.98,37.8
305,UGC 4725                           ,1998.0,0.006687,2004.7,34.04
307,ESO 497-2                          ,1939.6,0.006491,1945.92,34.83
308,UGC 4834                           ,2064.0,0.006909,2071.15,31.05
309,UGC 4878                           ,1874.0,0.006271,1879.89,33.88
310,UGC 4858                           ,3041.0,0.010196,3056.58,32.66
311,UGC 4845                           ,2112.0,0.00707,2119.49,38.19
312,MCG-01-24-004                      ,1678.2,0.005614,1682.92,39.99
314,ESO 564-27                         ,2165.8,0.007251,2173.68,32.06
315,ESO 433-8                          ,2488.0,0.00833,2498.0,31.92
316,ESO 433-15                         ,1853.6,0.006202,1859.37,30.9
317,ESO 497-42                         ,2405.0,0.008055,2414.72,32.21
318,UGC 5107                           ,2006.0,0.006714,2012.76,30.9
319,UGCA 175                           ,2025.8,0.00678,2032.69,31.8
321,ESO 373-21                         ,2633.1,0.008822,2644.77,38.37
322,Z 63-87                            ,2883.0,0.009663,2897.0,38.19
323,LEDA 1268744                       ,1942.0,0.006499,1948.33,30.43
325,LEDA 1200167                       ,1953.0,0.006536,1959.4,30.48
326,LEDA 90941                         ,2352.0,0.007876,2361.3,39.63
327,MCG-02-25-023                      ,2526.0,0.008462,2536.73,38.9
328,ESO 374-8                          ,1522.0,0.00509,1525.88,31.33
329,UGC 5394                           ,1434.0,0.004795,1437.45,38.55
330,UGC 5391                           ,1568.0,0.005244,1572.12,34.36
331,UGC 5401                           ,2006.0,0.006714,2012.76,34.51
333,NGC 3094                           ,2405.0,0.008055,2414.72,35.6
334,UGC 5347                           ,2153.0,0.007208,2160.79,36.14
335,UGC 5376                           ,2050.0,0.006862,2057.06,39.63
336,SDSS J095830.23+000242.7           ,1897.0,0.006348,1903.04,30.23
337,ESO 499-25                         ,2403.0,0.008048,2412.71,30.48
339,ESO 435-10                         ,2493.0,0.008349,2502.97,33.88
340,UGC 5482                           ,1456.0,0.004869,1459.55,30.06
341,NGC 3153                           ,2811.0,0.009421,2824.3,34.99
343,UGC 5504                           ,1545.0,0.005167,1549.0,31.19
344,MCG-02-26-031                      ,3469.0,0.011639,3489.3,33.42
345,ESO 435-50                         ,2716.0,0.009101,2728.42,39.99
346,IC 2556                            ,2491.8,0.008347,2502.24,36.14
347,UGC 5633                           ,1382.0,0.004621,1385.2,30.76
348,NGC 3246                           ,2149.0,0.007194,2156.76,35.16
349,MCG-02-27-001                      ,2028.0,0.006788,2034.91,38.55
352,UGC 5738                           ,1522.0,0.00509,1525.88,33.27
353,LEDA 1441868                       ,1288.0,0.004306,1290.78,34.67
354,NGC 3321                           ,2486.1,0.008327,2496.49,39.08
355,NGC 3318                           ,2800.2,0.009384,2813.4,35.16
356,NGC 3433                           ,2722.0,0.009121,2734.47,39.7
359,NGC 3355                           ,1196.0,0.003997,1198.4,37.0
360,ESO 437-47                         ,2492.0,0.008347,2502.44,36.64
361,Z 125-22                           ,1342.0,0.004486,1345.02,31.05
362,UGC 6062                           ,2612.0,0.00875,2623.2,38.7
363,UGC 6271                           ,1999.0,0.00669,2005.71,34.04
364,NGC 3559                           ,3217.0,0.01079,3234.8,39.26
365,Z 39-73                            ,2546.0,0.008529,2556.9,36.52
366,ESO 377-19                         ,2986.0,0.01001,3001.02,32.96
367,Z 39-106                           ,2686.0,0.009,2698.14,37.15
370,NGC 3679                           ,2762.0,0.009256,2774.84,39.5
371,ESO 570-19                         ,1335.1,0.004463,1338.09,31.48
372,ESO 377-39                         ,2823.0,0.00946,2836.0,36.2916
374,UGC 6512                           ,1866.0,0.006244,1871.84,36.81
375,NGC 3687                           ,2506.0,0.008394,2516.56,38.4
376,UGC 6776                           ,733.0,0.002448,733.9,31.48
377,2MASX J11465561-0511158            ,2517.0,0.008431,2527.66,37.1
378,ESO 504-10                         ,1932.0,0.006465,1938.27,31.33
379,ESO 440-4                          ,1845.1,0.006174,1850.81,34.36
380,ESO 266-15                         ,3165.6,0.010616,3182.49,39.45
381,NGC 4025                           ,3205.0,0.01075,3222.8,36.81
383,ESO 572-24                         ,1847.0,0.00618,1852.72,38.9
384,ESO 440-23                         ,1882.0,0.006298,1887.94,32.21
386,LEDA 1351666                       ,2192.0,0.007339,2200.07,33.17
388,UGC 6998                           ,1924.0,0.00644,1930.7,31.0
391,ESO 505-16                         ,2147.0,0.007187,2154.74,34.51
394,UGC 7223                           ,2073.0,0.006939,2080.22,34.99
395,LEDA 39825                         ,2098.0,0.007023,2105.39,33.1
396,LEDA 1419134                       ,2056.0,0.006882,2063.1,32.6
397,IC 3074                            ,1979.0,0.006623,1985.58,32.51
398,LEDA 39153                         ,2197.0,0.007355,2205.11,31.7
399,Z 69-108                           ,2581.0,0.008647,2592.21,31.6
400,Z 41-74                            ,3955.0,0.013281,3981.44,37.15
401,UGC 7184                           ,2114.0,0.007077,2121.51,33.57
402,LEDA 40414                         ,1861.0,0.006227,1866.81,38.73
403,UGC 7625                           ,2238.7,0.007496,2247.12,39.81
405,NGC 4629                           ,1108.9,0.003706,1110.96,32.961
407,6dFGS gJ124419.2-053210            ,2673.0,0.008956,2685.02,39.26
410,ESO 507-41                         ,3164.0,0.010611,3181.1,30.76
411,LEDA 45211                         ,2348.0,0.007863,2357.27,39.08
413,LEDA 2064267                       ,2368.0,0.00793,2377.4,34.44
414,LEDA 1958740                       ,1436.0,0.0048,1439.0,32.17
415,LEDA 5064945                       ,3392.0,0.011379,3411.41,37.67
416,Z 72-15                            ,3970.0,0.01333,3996.2,39.81
417,IC 4216                            ,2847.0,0.009542,2860.65,35.65
418,ESO 576-17                         ,2787.4,0.009341,2800.48,33.57
419,ESO 575-61                         ,1647.0,0.005509,1651.55,38.73
422,IC 4214                            ,2356.0,0.00789,2365.4,34.2
423,IC 4237                            ,2668.6,0.008941,2680.58,35.97
424,IC 874                             ,2294.0,0.007682,2303.01,31.18
426,ESO 382-41                         ,1750.0,0.005855,1755.14,33.88
427,ESO 382-67                         ,2450.0,0.008206,2460.1,38.0
428,LEDA 91299                         ,1240.0,0.004145,1242.58,31.05
429,ESO 324-44                         ,2533.1,0.008486,2543.89,35.81
430,LEDA 2053645                       ,2448.0,0.0082,2458.3,35.75
431,UGC 8731                           ,2248.0,0.007527,2256.49,37.67
434,ESO 510-43                         ,3003.2,0.010068,3018.39,38.73
435,ESO 384-15                         ,3481.0,0.01168,3501.6,37.67
436,NGC 5492                           ,2268.0,0.007594,2276.64,38.02
438,IC 971                             ,3318.0,0.01113,3336.57,32.51
439,NGC 5566                           ,1540.0,0.00515,1543.98,31.19
440,Z 19-3                             ,2433.0,0.008149,2442.95,36.14
442,ESO 446-45                         ,2742.8,0.009191,2755.46,30.34
443,ESO 385-12                         ,3704.9,0.012436,3728.08,35.48
444,UGC 9356                           ,2224.0,0.007446,2232.31,32.06
445,NGC 5666                           ,2225.0,0.00745,2233.32,31.27
448,UGC 9392                           ,1772.0,0.005928,1777.27,30.1065
449,ESO 511-46                         ,4388.0,0.014745,4420.59,38.73
450,ESO 385-47                         ,4075.0,0.013686,4102.96,39.81
451,ESO 385-32                         ,2840.0,0.009519,2853.58,35.65
452,MCG-01-37-011                      ,1877.0,0.006281,1882.91,36.64
453,NGC 5742                           ,3999.0,0.013429,4026.03,37.33
454,LEDA 935235                        ,2406.0,0.008058,2415.73,39.45
455,MCG-02-38-010                      ,1968.2,0.006587,1974.7,38.37
456,NGC 5726                           ,3440.0,0.011541,3459.9,34.2
457,ESO 580-18                         ,2364.5,0.007918,2373.9,35.2
461,ESO 514-13                         ,3692.2,0.012393,3715.22,30.76
462,ESO 450-11                         ,2177.4,0.00729,2185.37,34.36
463,NGC 6907                           ,3175.5,0.010649,3192.5,36.31
464,ESO 581-16                         ,4089.0,0.013733,4117.05,33.27
465,ESO 582-4                          ,2222.1,0.00744,2230.4,34.36
468,UGC 10288                          ,2033.1,0.006805,2040.04,31.62
469,UGC 10554                          ,1562.0,0.005224,1566.09,35.48
471,IC 1158                            ,1930.2,0.006459,1936.45,32.51
473,LEDA 1234821                       ,1478.0,0.004942,1481.66,36.98
474,UGC 10009                          ,2081.0,0.006966,2088.27,35.16
476,NGC 6014                           ,2396.0,0.008026,2406.13,35.8
478,NGC 6017                           ,1781.0,0.005957,1785.86,30.34
479,Z 51-21                            ,2647.0,0.008869,2658.79,39.5
481,Z 79-46                            ,1369.0,0.004577,1372.14,34.36
483,UGC 11293                          ,3476.0,0.011663,3496.39,38.9
484,UGC 9845                           ,1893.0,0.006334,1899.01,30.34
485,NGC 6368                           ,2765.0,0.009266,2777.87,36.81
486,UGC 10852                          ,2778.0,0.00931,2790.99,30.34
487,LEDA 1397368                       ,2839.0,0.009515,2852.57,39.46
488,UGC 10014                          ,1124.0,0.003756,1126.12,38.0
490,UGC 9951                           ,2004.0,0.006707,2010.74,32.21
491,2MASX J18092657+1907036            ,2341.0,0.007839,2350.07,36.2
492,NGC 6555                           ,2218.0,0.007425,2225.96,34.2
495,NGC 6586                           ,3138.0,0.010523,3154.6,36.48
497,2MASX J19505731+1822281            ,3977.0,0.013355,4003.73,31.33
499,UGC 11307                          ,3145.0,0.010546,3161.67,33.57
500,UGC 11379                          ,4380.0,0.0147,4412.0,39.26
501,UGC 9698                           ,4829.0,0.01624,4868.6,37.84
502,Z 136-4                            ,1990.0,0.00666,1996.65,30.48
504,Z 166-61                           ,2170.0,0.007265,2177.91,31.33
505,UGC 11380                          ,2867.0,0.0096,2881.0,32.21
506,UGC 10625                          ,2044.0,0.006841,2051.02,33.88
508,NGC 6585                           ,2827.0,0.009475,2840.46,32.06
509,NGC 6675                           ,2485.0,0.008322,2495.0,39.63
511,ESO 257-19                         ,2867.9,0.009612,2881.75,36.64
516,ESO 263-15                         ,2532.0,0.008482,2542.78,32.21
517,ESO 124-15                         ,2584.5,0.008658,2595.74,38.9
518,NGC 3366                           ,2905.1,0.009738,2919.31,39.81
519,ESO 196-11                         ,3632.2,0.01219,3654.47,39.08
520,ESO 18-15                          ,1703.1,0.005697,1707.97,32.96
521,NGC 360                            ,2309.1,0.007732,2318.06,32.06
522,IC 1532                            ,1825.2,0.006107,1830.79,34.83
523,ESO 1-6                            ,2251.4,0.007538,2259.92,30.48
525,ESO 40-12                          ,2662.3,0.00892,2674.23,39.99
526,ESO 21-3                           ,2304.7,0.007717,2313.63,34.04
527,ESO 8-7                            ,2513.8,0.008421,2524.43,34.83
528,ESO 10-4                           ,2444.4,0.008187,2454.45,36.64
530,NGC 7661                           ,2036.2,0.006815,2043.16,32.0
531,ESO 22-3                           ,2733.6,0.00916,2746.18,34.67
532,ESO 9-1                            ,2566.0,0.008596,2577.08,33.73
533,ESO 48-17                          ,2913.4,0.009766,2927.69,34.51
534,IC 5249                            ,2377.3,0.007962,2386.8,30.06
535,IC 5328                            ,3063.0,0.01027,3078.87,37.15
537,NGC 7098                           ,2369.7,0.007936,2379.14,34.0
538,NGC 7216                           ,3460.0,0.011608,3479.99,31.48
539,ESO 268-44                         ,3463.7,0.011621,3483.94,37.15
541,NGC 5967                           ,2891.3,0.009691,2905.38,31.05
542,IC 4964                            ,3156.2,0.010584,3172.99,39.45
543,IC 5071                            ,3112.5,0.010437,3128.83,37.84
544,NGC 6943                           ,3121.9,0.010468,3138.33,35.97
547,ESO 289-48                         ,2847.7,0.009544,2861.35,37.84
549,ESO 221-2                          ,2971.6,0.009962,2986.47,30.06
551,NGC 7200                           ,2884.0,0.009667,2898.09,34.83
553,ESO 237-49                         ,2918.3,0.009782,2932.64,34.83
554,ESO 237-52                         ,2904.1,0.009734,2918.3,39.45
555,ESO 289-10                         ,2758.1,0.009243,2770.9,38.55
556,IC 5171                            ,2836.4,0.009506,2849.95,34.99
557,ESO 271-22                         ,3009.1,0.010088,3024.35,39.99
558,IC 4986                            ,2171.6,0.00727,2179.52,32.96
559,ESO 186-65                         ,3445.0,0.011558,3465.0,36.98
560,NGC 7029                           ,2797.0,0.009373,2809.95,37.67
561,IC 4694                            ,2774.3,0.009297,2787.26,39.99
562,NGC 6887                           ,2714.0,0.009094,2726.4,34.2
563,ESO 287-13                         ,2706.8,0.00907,2719.13,34.2
564,ESO 285-48                         ,2726.8,0.009137,2739.31,32.06
565,NGC 6754                           ,3236.0,0.010853,3253.65,39.26
566,ESO 233-23                         ,3423.0,0.011484,3442.77,39.63
567,ESO 233-43                         ,3200.1,0.010732,3217.36,34.99
568,ESO 284-24                         ,3135.0,0.010512,3151.56,35.81
569,NGC 6909                           ,2702.0,0.009053,2714.02,35.81
571,NGC 6958                           ,2685.0,0.008996,2696.93,34.3
572,SINGG HIPASS J2217-42              ,2197.0,0.007355,2205.11,31.9
573,AGC 225998                         ,2235.0,0.007483,2243.39,34.9
