#,identifier,radvel,redshift,cz,distance Q unit
118,LEDA 72617                         ,5296.0,0.017824,5343.62,29.24
119,LEDA 3091777                       ,10141.0,0.034419,10318.47,28.31
121,UGC 882                            ,2330.0,0.007802,2339.13,26.92
123,UGC 12074                          ,1990.0,0.00666,1996.65,29.65
125,Z 432-16                           ,5005.0,0.016837,5047.49,28.97
127,Z 431-31                           ,4281.0,0.014383,4312.01,25.94
129,UGC 1773                           ,3619.0,0.012145,3641.11,26.06
130,UGC 2148                           ,3553.0,0.011923,3574.31,27.42
133,UGC 12471                          ,2062.0,0.006902,2069.14,29.11
134,UGC 12681                          ,1467.0,0.004905,1470.61,26.06
136,UGC 958                            ,2420.0,0.008105,2429.85,28.18
137,UGC 11916                          ,1142.0,0.003817,1144.18,27.04
138,UGC 11944                          ,1734.0,0.005801,1739.04,28.18
139,NGC 7137                           ,1689.0,0.00565,1693.78,26.3
140,UGC 1294                           ,2860.0,0.009586,2873.77,25.94
141,2MASX J22462299+2838466            ,9948.0,0.033752,10118.67,26.92
142,LEDA 90544                         ,4125.0,0.013855,4153.77,27.67
143,UGC 1970                           ,1913.0,0.006402,1919.14,28.97
144,LEDA 1813242                       ,3511.0,0.011781,3531.8,25.59
147,LEDA 9670                          ,4739.0,0.0159,4777.0,28.84
148,UGC 578                            ,1511.0,0.005053,1514.83,25.47
149,UGC 2166                           ,3136.0,0.010516,3152.58,29.65
153,MCG-02-24-003                      ,2059.0,0.006892,2066.12,28.84
156,ESO 372-15                         ,2414.3,0.008086,2424.1,28.58
161,IC 549                             ,1328.0,0.00444,1330.95,28.44
162,ESO 565-33                         ,2315.0,0.007752,2324.01,29.65
163,ESO 565-29                         ,2406.9,0.008061,2416.64,25.0
164,NGC 3055                           ,1821.0,0.006093,1826.56,29.38
166,UGC 5242                           ,1863.7,0.006236,1869.53,26.55
169,LEDA 28991                         ,1447.0,0.00484,1451.0,25.17
171,UGC 5464                           ,1006.0,0.003361,1007.69,26.06
172,UGC 5646                           ,1368.0,0.004574,1371.14,27.42
174,NGC 3294                           ,1578.0,0.005278,1582.17,28.05
176,UGC 5922                           ,1856.0,0.006211,1862.01,26.0
177,ESO 569-14                         ,2055.1,0.006879,2062.19,26.79
178,LEDA 33085                         ,1528.0,0.00511,1531.9,26.85
182,Mrk 424                            ,1933.0,0.006469,1939.27,25.35
183,LEDA 35565                         ,1123.0,0.003753,1125.11,29.24
184,ESO 503-22                         ,1875.0,0.006274,1880.9,29.51
186,IC 719                             ,1810.0,0.006056,1815.5,28.07
187,NGC 3876                           ,2892.0,0.009694,2906.08,25.82
188,UGCA 254                           ,1819.2,0.006087,1824.75,25.82
190,ESO 504-25                         ,1650.1,0.005519,1654.67,27.93
191,ESO 440-30                         ,1821.0,0.006093,1826.56,27.67
192,ESO 572-49                         ,1665.8,0.005572,1670.45,28.44
193,ESO 505-9                          ,2140.0,0.007164,2147.69,25.7
194,ESO 441-11                         ,2144.0,0.007177,2151.72,27.29
195,IC 3041                            ,1740.0,0.005821,1745.08,28.6
197,MCG+07-26-011                      ,408.0,0.001362,408.28,25.47
198,LEDA 41196                         ,1331.0,0.00445,1333.97,26.42
199,NGC 4462                           ,1792.0,0.005995,1797.39,28.71
200,ESO 380-21                         ,2970.5,0.009958,2985.36,26.18
203,MCG-02-33-058                      ,2471.7,0.008279,2481.97,28.71
204,Z 15-50                            ,2803.0,0.009394,2816.23,26.55
205,ESO 576-3                          ,2953.5,0.009901,2968.19,28.31
206,ESO 508-30                         ,1511.8,0.005056,1515.63,25.94
210,UGC 9057                           ,1565.2,0.005235,1569.31,28.84
211,NGC 5611                           ,1884.0,0.006304,1889.89,25.94
212,UGC 9225                           ,1253.0,0.004188,1255.63,25.94
213,NGC 5668                           ,1583.0,0.005294,1587.2,26.9
214,ESO 385-33                         ,3049.4,0.010224,3065.07,26.0
215,UGC 9519                           ,1639.0,0.005482,1643.5,27.6
216,Z 76-47                            ,1825.0,0.006106,1830.59,26.28
218,ESO 512-16                         ,3308.7,0.011098,3327.16,29.38
219,Z 48-85                            ,1673.0,0.005596,1677.69,25.13
220,ESO 340-9                          ,2570.8,0.008612,2581.92,27.42
223,NGC 5810                           ,3278.0,0.010995,3296.12,27.8
224,ESO 596-19                         ,3340.0,0.011204,3358.81,27.16
225,2MASX J20172909-1050506            ,1861.4,0.006228,1867.21,27.42
227,UGC 9751                           ,1550.0,0.005184,1554.03,28.31
230,NGC 6070                           ,2003.6,0.006706,2010.34,29.65
231,Z 24-1                             ,1524.6,0.005099,1528.5,29.51
232,UGC 10025                          ,1517.0,0.005073,1520.86,27.04
235,UGC 9830                           ,1830.0,0.006123,1835.62,27.8
236,UGC 10041                          ,2169.0,0.007261,2176.9,25.94
238,Z 51-43                            ,1755.0,0.005871,1760.17,25.2
241,UGC 11074                          ,1896.0,0.006345,1902.03,28.97
242,UGC 11057                          ,2867.0,0.009609,2880.84,27.04
243,UGC 11059                          ,2910.0,0.009754,2924.26,27.42
244,UGC 10985                          ,1796.0,0.006007,1801.0,28.3
245,NGC 6012                           ,1854.0,0.006204,1859.77,26.34
246,IC 1151                            ,2167.0,0.007255,2174.89,25.0
247,UGC 11120                          ,2244.0,0.007513,2252.46,28.58
249,UGC 11372                          ,2957.0,0.009913,2971.73,28.58
251,NGC 6339                           ,2108.0,0.007056,2115.46,28.05
253,ESO 202-35                         ,1884.2,0.006305,1890.16,29.38
254,ESO 122-1                          ,2627.4,0.008803,2639.01,25.0
260,ESO 60-15                          ,3598.1,0.012075,3619.95,27.42
261,ESO 35-18                          ,1770.7,0.005924,1775.96,27.67
263,ESO 19-3                           ,2020.2,0.006762,2027.05,28.31
264,IC 2051                            ,1740.8,0.005824,1745.88,25.23
265,NGC 2573                           ,2452.8,0.008215,2462.92,29.24
266,ESO 40-7                           ,2674.1,0.00896,2686.13,29.51
267,NGC 7697                           ,2013.2,0.006738,2020.01,27.04
269,IC 5176                            ,1741.8,0.005827,1746.89,25.59
270,NGC 5833                           ,3029.6,0.010157,3045.06,27.16
273,IC 5240                            ,1759.4,0.005886,1764.59,29.24
276,IC 4386                            ,1871.7,0.006263,1877.58,26.3
277,ESO 140-6                          ,2374.7,0.007953,2384.18,25.35
279,ESO 287-43                         ,2489.0,0.008337,2499.42,26.3
280,ESO 182-10                         ,3548.8,0.011908,3570.06,29.38
285,2dFGRS TGS901Z366                  ,1950.9,0.006529,1957.29,25.22
286,HIPASS J0342-13                    ,2069.0,0.006925,2076.19,29.1
287,SDSS J095435.71+042307.9           ,1774.0,0.005935,1779.28,28.26
289,UGC 7178                           ,1335.0,0.004463,1337.99,25.3
290,MCG-02-15-001                      ,2719.0,0.009111,2731.44,29.38
291,2MASX J17065000-0524461            ,9118.0,0.0309,9261.0,29.38
292,ESO 443-85                         ,2392.0,0.00801,2401.3,25.23
293,ESO 293-45                         ,1463.9,0.004895,1467.49,27.04
295,ESO 443-80                         ,2114.9,0.00708,2122.41,29.38
296,ESO 508-34                         ,1906.8,0.006381,1912.9,25.59
298,ESO 107-16                         ,1791.9,0.005995,1797.29,27.29
299,LEDA 4017882                       ,1637.0,0.005475,1641.49,26.59
300,LEDA 4015889                       ,1933.0,0.006469,1939.27,29.98
301,LEDA 1368352                       ,1693.0,0.005663,1697.81,27.2
302,LEDA 1382354                       ,1565.0,0.005234,1569.11,25.52
303,NGC 7115                           ,3475.7,0.011662,3496.08,25.47
305,LEDA 1189545                       ,1762.0,0.005895,1767.21,27.67
307,[KSW2012] 13                       ,1972.0,0.0066,1979.0,27.5
309,LEDA 4013145                       ,1933.0,0.006469,1939.27,27.23
310,SDSS J080738.77+105850.3           ,1788.0,0.005982,1793.36,27.67
311,SDSS J083633.22+051041.1           ,1867.0,0.006247,1872.85,29.03
313,LEDA 4568096                       ,1754.0,0.005868,1759.16,25.29
314,SDSS J095830.89+271632.3           ,1474.0,0.00493,1478.0,26.2
315,LEDA 2015703                       ,1964.0,0.006573,1970.48,29.24
316,LEDA 2080256                       ,1853.0,0.0062,1858.7,28.35
317,LEDA 4016276                       ,1895.0,0.006341,1901.03,28.41
318,SDSS J152431.10+125234.4           ,1918.0,0.00642,1924.7,27.81
319,SDSS J152556.08+112437.3           ,1871.0,0.00626,1876.7,26.92
320,LEDA 1635103                       ,2002.0,0.0067,2008.6,28.4
321,SDSS J153249.88+361213.5           ,1999.0,0.00669,2005.6,29.79
322,SDSS J153336.75+332133.6           ,2079.0,0.00696,2086.6,29.69
323,SDSS J153705.05+244644.2           ,1609.0,0.00538,1612.9,25.56
324,SDSS J160938.83+451642.8           ,2005.0,0.00671,2011.6,28.39
325,LEDA 1528614                       ,2003.0,0.006704,2009.74,28.44
326,LEDA 6719321                       ,3095.0,0.010378,3111.14,25.47
